Source,Target,Weight
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,中国科学院合肥物质科学研究院,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,中国证券金融股份有限公司,1
中国科学院合肥物质科学研究院,香港中央结算有限公司,1
中国科学院合肥物质科学研究院,中国证券金融股份有限公司,1
香港中央结算有限公司,中国证券金融股份有限公司,1
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金,1
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,中国银行股份有限公司-华泰柏瑞量化阿尔法灵活配置混合型证券投资基金,1
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金,中国银行股份有限公司-华泰柏瑞量化阿尔法灵活配置混合型证券投资基金,1
中国诚通香港有限公司,香港中央结算有限公司,1
中国诚通香港有限公司,中国建设银行-宝盈资源优选股票型证券投资基金,1
香港中央结算有限公司,中国建设银行-宝盈资源优选股票型证券投资基金,1
中国工商银行股份有限公司-鹏华策略回报灵活配置混合型证券投资基金,中国银行-华夏回报证券投资基金,1
香港中央结算有限公司,中国对外经济贸易信托有限公司-淡水泉精选1期,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国物资储运集团有限公司,香港中央结算有限公司,1
中国物资储运集团有限公司,中国证券金融股份有限公司,1
中国物资储运集团有限公司,中央汇金资产管理有限责任公司,1
中国物资储运集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国物资储运集团有限公司,中国建设银行-华夏红利混合型开放式证券投资基金,1
香港中央结算有限公司,中国证券金融股份有限公司,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
香港中央结算有限公司,中国建设银行-华夏红利混合型开放式证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国证券金融股份有限公司,中国建设银行-华夏红利混合型开放式证券投资基金,1
中央汇金资产管理有限责任公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中央汇金资产管理有限责任公司,中国建设银行-华夏红利混合型开放式证券投资基金,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,中国建设银行-华夏红利混合型开放式证券投资基金,1
全国社保基金一一八组合,全国社保基金一零二组合,1
全国社保基金一一八组合,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
全国社保基金一零二组合,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
中央汇金资产管理有限责任公司,中国证券金融股份有限公司,1
中央汇金资产管理有限责任公司,中国银河证券股份有限公司客户信用交易担保证券账户,1
中央汇金资产管理有限责任公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中国证券金融股份有限公司,中国银河证券股份有限公司客户信用交易担保证券账户,1
中国证券金融股份有限公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中国银河证券股份有限公司客户信用交易担保证券账户,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
全国社保基金一一三组合,中国光大银行股份有限公司-大成策略回报混合型证券投资基金,1
全国社保基金一一三组合,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国光大银行股份有限公司-大成策略回报混合型证券投资基金,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,香港中央结算有限公司,1
中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,中国银行-华夏回报证券投资基金,1
香港中央结算有限公司,中国银行-华夏回报证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国工商银行股份有限公司-博时精选混合型证券投资基金,广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金,1
香港中央结算有限公司,全国社保基金一一七组合,1
香港中央结算有限公司,全国社保基金四一六组合,1
香港中央结算有限公司,全国社保基金四零三组合,1
全国社保基金一一七组合,全国社保基金四一六组合,1
全国社保基金一一七组合,全国社保基金四零三组合,1
全国社保基金四一六组合,全国社保基金四零三组合,1
中国证券金融股份有限公司,全国社保基金一零二组合,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,香港中央结算有限公司,1
全国社保基金一零二组合,中央汇金资产管理有限责任公司,1
全国社保基金一零二组合,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,香港中央结算有限公司,1
香港中央结算有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
香港中央结算有限公司,中国证券金融股份有限公司,1
香港中央结算有限公司,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,中欧基金-农业银行-中欧中证金融资产管理计划,1
香港中央结算有限公司,博时基金-农业银行-博时中证金融资产管理计划,1
香港中央结算有限公司,银华基金-农业银行-银华中证金融资产管理计划,1
香港中央结算有限公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,中欧基金-农业银行-中欧中证金融资产管理计划,1
中国证券金融股份有限公司,博时基金-农业银行-博时中证金融资产管理计划,1
中国证券金融股份有限公司,银华基金-农业银行-银华中证金融资产管理计划,1
中国证券金融股份有限公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中央汇金资产管理有限责任公司,中欧基金-农业银行-中欧中证金融资产管理计划,1
中央汇金资产管理有限责任公司,博时基金-农业银行-博时中证金融资产管理计划,1
中央汇金资产管理有限责任公司,银华基金-农业银行-银华中证金融资产管理计划,1
中央汇金资产管理有限责任公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中欧基金-农业银行-中欧中证金融资产管理计划,博时基金-农业银行-博时中证金融资产管理计划,1
中欧基金-农业银行-中欧中证金融资产管理计划,银华基金-农业银行-银华中证金融资产管理计划,1
中欧基金-农业银行-中欧中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,银华基金-农业银行-银华中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
银华基金-农业银行-银华中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中央汇金资产管理有限责任公司,中国证券金融股份有限公司,1
中央汇金资产管理有限责任公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中央汇金资产管理有限责任公司,易方达基金-农业银行-易方达中证金融资产管理计划,1
中央汇金资产管理有限责任公司,博时基金-农业银行-博时中证金融资产管理计划,1
中央汇金资产管理有限责任公司,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1
中央汇金资产管理有限责任公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中央汇金资产管理有限责任公司,中欧基金-农业银行-中欧中证金融资产管理计划,1
中央汇金资产管理有限责任公司,大成基金-农业银行-大成中证金融资产管理计划,1
中国证券金融股份有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
中国证券金融股份有限公司,易方达基金-农业银行-易方达中证金融资产管理计划,1
中国证券金融股份有限公司,博时基金-农业银行-博时中证金融资产管理计划,1
中国证券金融股份有限公司,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1
中国证券金融股份有限公司,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中国证券金融股份有限公司,中欧基金-农业银行-中欧中证金融资产管理计划,1
中国证券金融股份有限公司,大成基金-农业银行-大成中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,易方达基金-农业银行-易方达中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,博时基金-农业银行-博时中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,中欧基金-农业银行-中欧中证金融资产管理计划,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,大成基金-农业银行-大成中证金融资产管理计划,1
易方达基金-农业银行-易方达中证金融资产管理计划,博时基金-农业银行-博时中证金融资产管理计划,1
易方达基金-农业银行-易方达中证金融资产管理计划,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1
易方达基金-农业银行-易方达中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
易方达基金-农业银行-易方达中证金融资产管理计划,中欧基金-农业银行-中欧中证金融资产管理计划,1
易方达基金-农业银行-易方达中证金融资产管理计划,大成基金-农业银行-大成中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,中欧基金-农业银行-中欧中证金融资产管理计划,1
博时基金-农业银行-博时中证金融资产管理计划,大成基金-农业银行-大成中证金融资产管理计划,1
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,嘉实基金-农业银行-嘉实中证金融资产管理计划,1
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,中欧基金-农业银行-中欧中证金融资产管理计划,1
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,大成基金-农业银行-大成中证金融资产管理计划,1
嘉实基金-农业银行-嘉实中证金融资产管理计划,中欧基金-农业银行-中欧中证金融资产管理计划,1
嘉实基金-农业银行-嘉实中证金融资产管理计划,大成基金-农业银行-大成中证金融资产管理计划,1
中欧基金-农业银行-中欧中证金融资产管理计划,大成基金-农业银行-大成中证金融资产管理计划,1
全国社保基金一零四组合,中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金,1
全国社保基金一零四组合,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,1
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,1
中国证券金融股份有限公司,中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,1
中国证券金融股份有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,全国社保基金一一三组合,1
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,中央汇金资产管理有限责任公司,1
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,全国社保基金一一三组合,1
中央汇金资产管理有限责任公司,全国社保基金一一三组合,1
全国社保基金四一三组合,香港中央结算有限公司,1
全国社保基金四一三组合,全国社保基金四一四组合,1
香港中央结算有限公司,全国社保基金四一四组合,1
中国人寿保险(集团)公司-传统-普通保险产品,中国证券金融股份有限公司,1
中国平安人寿保险股份有限公司-分红-个险分红,中国人民人寿保险股份有限公司-传统-普通保险产品,1
中国平安人寿保险股份有限公司-分红-个险分红,中国平安财产保险股份有限公司-传统-普通保险产品,1
中国人民人寿保险股份有限公司-传统-普通保险产品,中国平安财产保险股份有限公司-传统-普通保险产品,1
中国电子信息产业集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
